Por que a Bolsa de Berlim foi obrigada a fechar vários dias por semana durante o auge da especulação inflacionária?,Para que a indústria financeira pudesse processar o imenso atraso de papelada gerado pelo volume de negociações.
Quem foi Hugo Stinnes no contexto da inflação alemã?,O industrial que construiu o maior e mais instável conglomerado de empresas através de fusões e aquisições facilitadas pela inflação.
"No estágio final da inflação alemã em 1923, o que aconteceu com o valor real total de todos os marcos existentes?","Tornou-se menor do que nunca, pois os preços subiam muito mais rápido do que as prensas conseguiam imprimir dinheiro."
O que era o 'Notgeld' na Alemanha de 1923?,"Dinheiro de emergência emitido por estados, cidades e empresas privadas para suprir a escassez de moeda oficial."
Qual classe social alemã foi a mais prejudicada pela obliteração das economias e seguros de vida?,"A classe média, composta por poupadores, pensionistas e profissionais liberais."
Quem foi o principal arquiteto intelectual do desastre econômico alemão por defender que a criação de dinheiro era uma 'necessidade'?,Karl Helfferich.
Qual foi a função do 'Rentenmark' introduzido em novembro de 1923?,"Atuar como uma moeda provisória estável, baseada na promessa de emissão estritamente limitada para interromper a inflação."
Quem foi Dr. Hjalmar Schacht no processo de estabilização alemã?,O comissário da moeda que interrompeu o crédito do Reichsbank e fez a nova política monetária não-inflacionária prevalecer.
Por que os devedores foram os maiores ganhadores na inflação alemã?,Porque puderam quitar dívidas fixas com marcos que não valiam quase nada em comparação ao momento do empréstimo.
Como a inflação alemã afetou o governo do Reich em termos de dívida pública?,"Aliviou o governo de toda a sua dívida esmagadora da guerra, reconstrução e reparações."
O que aconteceu com o mercado de ações alemão na 'Quinta-feira Negra' de 1º de dezembro de 1921?,Ocorreu um crash onde os preços das ações caíram cerca de $25\%$ e estagnaram enquanto todos os outros preços disparavam.
"Segundo Keynes, por que os governos dirigem o ódio aos 'lucradores' (profiteers) durante a inflação?",Para desviar a atenção do fato de que os governos são os verdadeiros responsáveis pelo deboche da moeda.
O que define a 'depreciação não realizada' descrita por Parsson?,A diferença entre a pequena queda no valor efetivo (preços) e a grande queda no valor intrínseco causada pela emissão massiva de moeda.
Como a inflação alemã afetou a balança de pagamentos no seu estágio de colapso final?,Gerou um enorme superávit de pagamentos porque os marcos inúteis voltavam do exterior para tentar comprar bens tangíveis.
Qual foi o impacto real das reparações de guerra na inflação alemã segundo Parsson?,"Foram uma causa psicológica, não econômica, pois a Alemanha pagou apenas cerca de $5\%$ de um produto nacional anual em reparações."
Por que o controle de aluguel na Alemanha resultou em uma escassez extrema de moradias?,O custo real da habitação desapareceu dos orçamentos e a propriedade dos senhorios foi de fato confiscada em favor dos inquilinos.
Quem foi Matthias Erzberger e qual sua importância para a economia alemã?,Ministro das finanças que tentou estabilizar a moeda em 1919-1920 através de impostos sobre o capital e austeridade monetária.
Qual evento político em março de 1920 é citado como o ponto de virada negativo para a economia alemã?,A renúncia de Matthias Erzberger após ser difamado em um julgamento liderado por Helfferich.
Qual foi a relação entre a inflação e a ascensão do Nazismo segundo o texto?,"A inflação destruiu a classe média estável, que mais tarde se tornou a base eleitoral de Hitler em busca de um governo forte."
Qual foi o crescimento da oferta monetária dos EUA durante a Segunda Guerra Mundial?,"Aumentou cerca de $3,5$ vezes entre 1939 e 1947."
O que impediu a explosão imediata dos preços nos EUA durante a Segunda Guerra Mundial?,"Controles de preços rigorosos, absorção de dinheiro em dívida de guerra e baixa velocidade do dinheiro."
Qual foi o efeito do fim dos controles de preços nos EUA em 1946?,Os preços subiram rapidamente para atingir o nível de equilíbrio já estabelecido pela expansão monetária da guerra.
O que foi o 'Acordo de 1951' entre o Federal Reserve e o Tesouro dos EUA?,Uma decisão que liberou o Fed da obrigação de manter baixas as taxas de juros dos títulos do governo através da emissão de moeda.
Como Parsson descreve os anos da administração Eisenhower ($1953-1961$) em termos inflacionários?,"O período menos inflacionário desde 1914, com crescimento médio da oferta monetária e preços de cerca de $1\%$ ao ano."
Qual foi a principal promessa econômica de John F. Kennedy que levou à 'Nova Economia'?,A promessa de 'fazer o país se mover novamente' através de inflação deliberada e estímulos fiscais.
Quem foi Walter Heller no contexto da inflação americana dos anos 60?,O mentor econômico da administração Kennedy/Johnson que promoveu políticas baseadas em déficits e expansão monetária.
O que foi o 'crédito de investimento' de 1962 nos Estados Unidos?,"Um subsídio fiscal de $7\%$ para empresas que compravam novos ativos de capital, visando estimular o crescimento."
Qual era a taxa de inflação monetária anual nos EUA entre janeiro de 1967 e abril de 1969?,"Aproximadamente $7,2\%$ ao ano."
Por que a Guerra do Vietnã foi injustamente culpada pela inflação nos EUA?,Porque o início da participação intensa na guerra coincidiu com o momento em que os preços reagiram ao boom inflacionário anterior.
"Segundo os dados de Parsson, como a inflação dos anos 60 afetou os ganhos reais dos trabalhadores de produção?","Os ganhos reais aumentaram apenas $1,9\%$ ao ano, menos do que na era estável de Eisenhower."
Qual é a relação entre o mercado de ações e o início da inflação monetária?,Um mercado de ações em alta costuma ser o primeiro indicador de inflação monetária ocorrendo agora e inflação de preços futura.
Como Mark Mobius define o termo 'inflação' em sua obra?,Como um mito que na verdade representa a desvalorização do poder de compra de uma moeda.
Por que Mark Mobius afirma que estamos em um mundo deflacionário?,Devido aos avanços tecnológicos e à automação que reduzem continuamente os custos de bens e serviços.
O que Mobius argumenta sobre a precisão das estatísticas de inflação dos governos?,Que são falhas por não capturarem a mudança constante na qualidade dos produtos e a introdução de novos bens.
"Segundo Mobius, qual é o problema de usar uma 'cesta de bens' fixa para o IPC?","A cesta de 1950 é irrelevante para o consumidor de 2020, tornando a comparação de preços sem sentido ao longo do tempo."
"Como a tecnologia reduz custos de forma invisível nas estatísticas, segundo o exemplo do Zoom?","Oferece gratuitamente serviços que custariam milhares de dólares em contas telefônicas no passado, o que o IPC não registra."
O que a pesquisa de Austan Goolsbee revelou sobre as vendas online e o IPC?,"Que $44\%$ das vendas online eram de bens que não existiam no ano anterior, fazendo o IPC superestimar a inflação real."
"Segundo Mobius, qual é o impacto do livre comércio global nos preços?","Gera competição global por custos menores de produção e distribuição, atuando como força deflacionária."
"O que aconteceu com a indústria de petróleo devido à tecnologia de fracking, segundo Mobius?",Os preços globais de petróleo e gás foram forçados para baixo através de métodos inovadores de extração.
Qual é a crítica de Mobius à meta de inflação de $2\%$ dos bancos centrais?,É um conceito obsoleto ('santo graal') que ignora que a tecnologia está naturalmente puxando os preços para baixo.
"Segundo Parsson, o que é a 'fase de amadurecimento' da inflação?","O período inicial onde os efeitos são positivos: boom econômico, pleno emprego e lucros altos com preços ainda estáveis."
Como a inflação alemã afetou a proporção de funcionários de escritório em relação aos de produção?,A proporção cresceu descontroladamente devido à complexidade burocrática e à negociação coletiva incessante.
Por que as empresas alemãs 'racionalizaram' suas fábricas após o fim da inflação?,"Porque muito do crescimento em capacidade produtiva só fazia sentido na expansão inflacionária inchada, não na estabilidade."
"Segundo Mobius, o que acontece com os rendimentos reais quando os preços caem e a renda se mantém?","O padrão de vida melhora, caracterizando o que ele chama de 'mundo maravilhoso da deflação'."
Qual é a principal diferença entre a inflação alemã e a americana mencionada por Parsson em termos de magnitude?,"A Alemanha multiplicou sua oferta monetária por $25$ vezes, enquanto os EUA a multiplicaram por apenas $3,5$ vezes no pós-guerra."
O que Jens Parsson descreve como o 'Dilema do Investidor' durante a inflação?,A dificuldade de perceber que ações não são obrigações fixas (títulos) e que podem preservar valor real a longo prazo.
"Segundo Mobius, o que os governos tendem a fazer com os números da inflação?","Simplificar, generalizar e, em alguns casos, falsificar para evitar respostas políticas negativas dos constituintes."
Qual o efeito da proliferação de serviços gratuitos (como chamadas de vídeo) na medição econômica?,"Torna a tarefa de medir a inflação impossível, pois o valor gerado ao consumidor não possui um preço de mercado direto."
O que é o 'viés de substituição' na medição da inflação?,A falha estatística em não perceber que consumidores mudam para produtos mais baratos quando um item da cesta encarece.
